brand_name,product_name,product_id,url,images_from_sociolla,images_from_serper,total_images,serper_status
15654_adara-cosmetics,ADARA - Spot Eraser 2 in 1 Concealer,105054,https://www.sociolla.com/concealer/76712-adara-spot-eraser-2-in-1-concealer,0,7,7,ok
15654_adara-cosmetics,Overnight Skinpair Concentrate,104992,https://www.sociolla.com/face-serum/76650-overnight-skinpair-concentrate,0,10,10,ok
15654_adara-cosmetics,Noni Glow Conentrate,104991,https://www.sociolla.com/face-oil/76649-noni-glow-conentrate,0,6,6,ok
15654_adara-cosmetics,Bee White Eye Do Care,105000,https://www.sociolla.com/eye-cream/76658-bee-white-eye-do-care,0,8,8,ok
15654_adara-cosmetics,Bee White Spotless Cream,105007,https://www.sociolla.com/acne-treatment-sealing-gel-cream/76665-bee-white-spotless-cream,0,9,9,ok
15654_adara-cosmetics,P.M.S Series Clarifying Toner,104997,https://www.sociolla.com/toner/76655-p-m-s-series-clarifying-toner,0,6,6,ok
15654_adara-cosmetics,C Bright Serum,104990,https://www.sociolla.com/face-serum/76648-c-bright-serum,0,8,8,ok
15654_adara-cosmetics,P.M.S Series Stay Clear Enzyme Wash,104996,https://www.sociolla.com/face-wash/76654-p-m-s-series-stay-clear-enzyme-wash,0,10,10,ok
15654_adara-cosmetics,Bee White Foam Cleanser,104999,https://www.sociolla.com/face-wash/76657-bee-white-foam-cleanser,0,6,6,ok
15654_adara-cosmetics,Bee White Yogurt Night Dream,105010,https://www.sociolla.com/face-cream-lotion/76668-bee-white-yogurt-night-dream,0,8,8,ok
15654_adara-cosmetics,Bee Clear Acne Concentrate,104995,https://www.sociolla.com/face-serum/76653-bee-clear-acne-concentrate,0,4,4,ok
584_aeris-beaute,Nudie Blendies - Makeup Sponge,99707,https://www.sociolla.com/sponge-applicators/71365-nudie-blendies-makeup-sponge,0,7,7,ok
584_aeris-beaute,Cloud Conceal Puff,102712,https://www.sociolla.com/sponge-applicators/74370-cloud-conceal-puff,0,8,8,ok
584_aeris-beaute,The New Coral Face & Eye Brush Set,75162,https://www.sociolla.com/brush-set/28342-the-new-coral-face-and-eye-brush-set,0,9,9,ok
584_aeris-beaute,The Coral 2.0 - Individual Brushes CR11- Brow,104076,https://www.sociolla.com/face-brushes/75734-the-coral-2-0-individual-brushes-cr11-brow,0,8,8,ok
